Rec. Sabados Campana;2950;11:30:00;12:00:00;Produccion;Tarde;i
Rec. Sabados Baradero;9801;10:30:00;12:00:00;Produccion;Tarde;i
CAMPANA 2 - Entrada;2444;11:30:00;12:00:00;Produccion;Mañana;i
Rec. Sabado Zarate;2955;11:30:00;12:00:00;Produccion;Tarde;i
CNAREF-SAL;364;11:30:00;12:00:00;Produccion;Mañana;v
BS AS 1 - C. Y S. FE - Entrada;8690;09:30:00;12:00:00;Produccion;Tarde;i
SPEDROREF-SAL;474;11:30:00;12:00:00;Produccion;Mañana;v
ZTEREF-SAL;1034;11:30:00;12:00:00;Produccion;Mañana;v
Rec. Sabado Bs. As.;2952;09:30:00;12:00:00;Produccion;Tarde;i
Rec. Sabados Escobar;2958;11:00:00;12:00:00;Produccion;Tarde;i
Rec. Sabados Escobar;9802;10:30:00;12:05:00;Produccion;Tarde;i
ZTE 1-ENT;2458;11:35:00;12:05:00;Produccion;Mañana;i
Campana - Entrada 13 hs.;11595;11:35:00;12:05:00;Produccion;Mañana;i
Ent. Ref.Larrea;2449;11:35:00;12:05:00;Produccion;Mañana;i
ZTE 3-ENT;2460;11:35:00;12:05:00;Produccion;Mañana;i
Planta TASA - Junin;11125;12:05:00;12:05:00;Produccion;Mañana;v
PILAR - Entrada;8704;10:40:00;12:10:00;Produccion;Tarde;i
SAN PEDRO 2 - Entrada;8709;11:40:00;12:10:00;Produccion;Tarde;i
SAN PEDRO -1 Entrada;8708;11:40:00;12:10:00;Produccion;Tarde;i
Ent. Ref. Carriego;2447;11:40:00;12:10:00;Produccion;Mañana;i
ZTE 2-ENT;2459;11:40:00;12:10:00;Produccion;Mañana;i
CAMPANA 1 (Ref.) - Entrada;2445;11:45:00;12:15:00;Produccion;Mañana;i
Garin - Entrada 13 hs.;11600;12:05:00;12:15:00;Produccion;Mañana;i
LIMAZTE;2844;11:45:00;12:15:00;Produccion;Tarde;i
Over Time Moreno;10925;12:15:00;12:15:00;Serv. Regular;Mañana;v
Zarate - Entrada 13 hs.;11594;11:50:00;12:20:00;Produccion;Mañana;i
Ent. Ref. Galesio;2448;11:40:00;12:20:00;Produccion;Mañana;i
CAMPANA 1 - Entrada;2869;12:24:00;12:25:00;Produccion;Mañana;v
Rec. Sabado Lima;2954;11:25:00;12:25:00;Produccion;Tarde;i
MORENO - Entrada;8703;11:55:00;12:25:00;Produccion;Tarde;i
Rec. Sabados Escobar;7879;11:25:00;12:25:00;Produccion;Tarde;i
LUJAN 1 - Entrada;8701;11:55:00;12:25:00;Produccion;Tarde;i
BARADERO - 1 Entrada;8687;11:00:00;12:30:00;Produccion;Tarde;i
Gualeguaychu - Entrada;11249;12:00:00;12:30:00;Produccion;Mañana;i
ZTE 1-ENT;2841;12:00:00;12:30:00;Produccion;Mañana;i
SAN MIGUEL - ENTRADA(MANTENIMIENTO);11288;12:00:00;12:30:00;Produccion;Tarde;i
Ref. Del Viso;8705;11:00:00;12:30:00;Produccion;Tarde;i
ESCOBAR 1 -Entrada;8698;11:30:00;12:30:00;Produccion;Tarde;i
Rec. Sabados Baradero;9742;11:00:00;12:30:00;Produccion;Tarde;i
DEL VISO - Entrada;8697;11:00:00;12:30:00;Produccion;Tarde;i
LUJAN - ENTRADA (MANTENIMIENTO);11284;12:00:00;12:30:00;Produccion;Tarde;i
COA - Av de Mayo;8406;10:00:00;12:30:00;Produccion;Mañana;i
BARADERO - 3 Entrada;8689;11:00:00;12:30:00;Produccion;Tarde;i
Rec. Sabado Zarate;9797;12:00:00;12:30:00;Produccion;Tarde;i
PILAR - ENTRADA (MANTENIMIENTO);11292;12:00:00;12:30:00;Produccion;Tarde;i
BARADERO - 2 Entrada;8688;11:00:00;12:30:00;Produccion;Tarde;i
ESCOBAR 2 (Matheu) - Entrada;8699;11:30:00;12:35:00;Produccion;Tarde;i
Rec. Sabados Baradero;7877;11:05:00;12:35:00;Produccion;Tarde;i
CAMPANA 1 - Entrada;8694;12:05:00;12:35:00;Produccion;Tarde;i
SAN PEDRO -1 Entrada;6267;10:30:00;12:40:00;Produccion;Tarde;i
Adic. Adm. Ruta 202 - Entrada;11079;12:40:00;12:40:00;Produccion;Mañana;v
SAN PEDRO - ENTRADA (MANTENIMIENTO);11296;12:10:00;12:40:00;Produccion;Tarde;i
SAN PEDRO 2 - Entrada;6268;10:30:00;12:40:00;Produccion;Tarde;i
Alberti Ref. Del Viso - Ent;11072;12:20:00;12:45:00;Produccion;Mañana;i
Adic. Adm. Campana 2 - Salida;11061;12:30:00;12:45:00;Produccion;Tarde;i
Rec. Sabado HENRY FORD  ;9799;12:15:00;12:45:00;Produccion;Tarde;i
Adic. Adm. Ruta 202 - Salida;11076;12:45:00;12:45:00;Produccion;Tarde;i
Rec. Sabado Lima;9798;11:30:00;12:45:00;Produccion;Tarde;i
BS AS 4 (Adm - Saav)-Salida;196;12:15:00;12:45:00;Produccion;Tarde;i
BARADERO - ENTRADA (MANTENIMIENTO);11305;12:20:00;12:50:00;Produccion;Tarde;i
BS AS 2 - RUTA 197 - Entrada;8691;11:00:00;12:50:00;Produccion;Tarde;i
Rec. Sabados Campana;9741;12:20:00;12:50:00;Produccion;Mañana;i
Rec. Sabados Escobar;9744;12:25:00;12:55:00;Produccion;Mañana;i
Rec. Sabados Campana;9800;12:25:00;12:55:00;Produccion;Tarde;i
Campana-Entrada(Mantenimiento);9865;12:25:00;12:55:00;Produccion;Mañana;i
ALSINA - Entrada;8686;11:30:00;12:56:00;Produccion;Tarde;i
BS AS 3 - HENRY FORD - Entrada;8692;11:00:00;12:56:00;Produccion;Tarde;i
Rec. Sabados Pilar Salida;9633;12:30:00;13:00:00;Produccion;Mañana;v
Rec. Sabado Bs. As. Salida;9218;12:30:00;13:00:00;Produccion;Mañana;v
Ref. Escobar 1 ;8706;12:00:00;13:00:00;Produccion;Tarde;i
CAMPANA 1 (Ref.) - Entrada;8693;12:30:00;13:00:00;Produccion;Tarde;i
Rec. Sabado Bs. As.;2674;11:00:00;13:00:00;Produccion;Tarde;i
Rec. Sabado Lima. Salida;9632;12:30:00;13:00:00;Produccion;Mañana;v
BARADERO - 3 Entrada;6266;11:30:00;13:00:00;Produccion;Tarde;i
Rec. Sabado Zarate;9743;12:30:00;13:00:00;Produccion;Tarde;i
Rec. Sabado Zarate. Salida;9223;12:30:00;13:00:00;Produccion;Mañana;v
ZARATE 4-(Adm Ceibos)-Salida;10961;13:00:00;13:00:00;Serv. Regular;Tarde;i
BARADERO - 2 Entrada;6265;11:30:00;13:00:00;Produccion;Tarde;i
Rec. Sabados Escobar. Salida;9222;12:30:00;13:00:00;Produccion;Mañana;v
Rec. Sabados Campana;7881;12:30:00;13:00:00;Produccion;Tarde;i
BARADERO - 1 Entrada;6264;11:30:00;13:00:00;Produccion;Tarde;i
Over Time Lima;10926;13:00:00;13:00:00;Serv. Regular;Mañana;v
Rec. Sabado Lujan. Salida;9221;12:30:00;13:00:00;Produccion;Mañana;v
Adic. Adm. Campana I - Salida;11058;13:00:00;13:00:00;Produccion;Tarde;i
Rec. Sab. Campana. Salida;9220;12:30:00;13:00:00;Produccion;Mañana;v
Rec. Sab. S. Pedro. Salida;9634;12:30:00;13:00:00;Produccion;Mañana;v
Rec. Sab. Baradero. Salida;9219;12:30:00;13:00:00;Produccion;Mañana;v
Nuevo Rec. Sabado Bs. As. 2009;5040;12:50:00;13:00:00;Produccion;Tarde;i
Rec. Sabado Zarate;7874;12:35:00;13:05:00;Produccion;Tarde;i
Nuevo Rec. Sab. Campana 2009;7289;12:35:00;13:05:00;Produccion;Tarde;i
CAMPANA 2 - Entrada;8696;12:35:00;13:05:00;Produccion;Tarde;i
BACK-UP CAP FED;750;13:00:00;13:10:00;Produccion;Tarde;i
ZARATE 1-(P. Ind.)-Entrada;8712;12:40:00;13:10:00;Produccion;Tarde;i
ZARATE (Ref.Z6-R. Noya)Entrada;8711;12:40:00;13:10:00;Produccion;Tarde;i
BS AS 4 (Adm - Saav)-Salida;746;12:30:00;13:10:00;Produccion;Tarde;i
Zarate-Entrada (Mantenimiento);9862;12:40:00;13:10:00;Produccion;Tarde;i
ZARATE 6-(R. Noya)-Entrada;8717;12:40:00;13:10:00;Produccion;Tarde;i
ZARATE (Ref. Z4-Lav)-Entrada;8710;12:40:00;13:10:00;Produccion;Tarde;i
Rec. Sabados Baradero;9282;12:40:00;13:10:00;Produccion;Tarde;i
ZARATE 4-(Lavalle)-Entrada;8715;12:40:00;13:10:00;Produccion;Tarde;i
BS AS 1 - C. Y S. FE - Entrada;4146;12:00:00;13:10:00;Produccion;Tarde;i
BSAS-ENT.;132;12:40:00;13:10:00;Produccion;Tarde;i
LIMA - Entrada;8700;12:15:00;13:15:00;Produccion;Tarde;i
ZARATE 5-(Pellegrini)-Entrada;8716;12:45:00;13:15:00;Produccion;Tarde;i
CAMPANA 2 (Ref.) - Entrada;8695;12:45:00;13:15:00;Produccion;Tarde;i
ESCOBAR 2 -(Matheu)- Salida;2731;13:00:00;13:20:00;Produccion;Mañana;v
LUJAN 1 - Entrada;5536;11:55:00;13:20:00;Produccion;Tarde;i
DEL VISO-SAL;2566;12:30:00;13:20:00;Produccion;Mañana;v
CAMPANA 2 - Salida;2718;13:00:00;13:20:00;Produccion;Mañana;v
S.PEDRO-SAL.;2724;13:00:00;13:20:00;Produccion;Mañana;v
ZTE 1-SAL.;2711;13:00:00;13:20:00;Produccion;Mañana;v
ESCOBAR 1 -Salida;2730;13:00:00;13:20:00;Produccion;Mañana;v
CAMPANA 1- Salida;2717;13:00:00;13:20:00;Produccion;Mañana;v
ALSINA - Salida;2723;13:00:00;13:20:00;Produccion;Mañana;v
HENRY FORD SAL.;2729;13:00:00;13:20:00;Produccion;Mañana;v
ZTELIMA;2716;13:00:00;13:20:00;Produccion;Mañana;v
BARREF-SAL;2722;13:00:00;13:20:00;Produccion;Mañana;v
BSAS-SAL.;2728;13:00:00;13:20:00;Produccion;Mañana;v
ZTEREF-SAL;2715;13:00:00;13:20:00;Produccion;Mañana;v
Ref. Lujan 2 ;8614;13:10:00;13:20:00;Produccion;Tarde;i
BAR 2-SAL.;2721;13:00:00;13:20:00;Produccion;Mañana;v
MORENO - Salida;2727;13:00:00;13:20:00;Produccion;Mañana;v
ZTE 4-SAL.;2714;13:00:00;13:20:00;Produccion;Mañana;v
BAR 1-SAL.;2720;13:00:00;13:20:00;Produccion;Mañana;v
LUJAN 2 - Salida;2726;13:00:00;13:20:00;Produccion;Mañana;v
ZTE 3-SAL.;2713;13:00:00;13:20:00;Produccion;Mañana;v
BS AS 4 (Adm - Saav)-Salida;2732;13:00:00;13:20:00;Produccion;Mañana;v
ZARATE 3-(S. Lorenzo)-Entrada;8714;12:50:00;13:20:00;Produccion;Tarde;i
CNAREF-SAL;2719;13:00:00;13:20:00;Produccion;Mañana;v
LUJAN 1 - Salida;2725;13:00:00;13:20:00;Produccion;Mañana;v
ZTE 2-SAL.;2712;13:00:00;13:20:00;Produccion;Mañana;v
ZARATE 2-(Los Ceibos)-Entrada;8713;12:55:00;13:25:00;Produccion;Tarde;i
LUJAN 2 - Entrada;183;12:55:00;13:25:00;Produccion;Tarde;i
NUEVORec. Sabado Lujan;5043;12:00:00;13:25:00;Produccion;Tarde;i
Rec. Sabado Lujan;2667;12:55:00;13:25:00;Produccion;Tarde;i
ALSINA - Entrada;6263;12:00:00;13:26:00;Produccion;Tarde;i
BACK-UP  ZTE;1388;13:29:00;13:30:00;Produccion;Tarde;i
BACK-UP  S.PEDRO;752;13:20:00;13:30:00;Produccion;Tarde;i
BACK-UP LUJAN;762;12:30:00;13:30:00;Produccion;Tarde;i
S.PEDRO-ENT.;200;13:01:00;13:31:00;Produccion;Tarde;i
MERLO-MORENO - ENTRADA;11503;13:20:00;13:32:00;Produccion;Tarde;i
Back Up Merlo;11574;13:22:00;13:32:00;Produccion;Tarde;i
C. CASTELAR- SAN MIGUEL - ENTRADA;11509;13:15:00;13:35:00;Produccion;Tarde;i
Ref. Pilar - Entrada;8569;13:30:00;13:40:00;Produccion;Tarde;i
Nuevo Rec. Sab. S. Pedro 2009;5039;13:30:00;13:40:00;Produccion;Tarde;i
S.PEDRO-ENT.;199;13:00:00;13:40:00;Produccion;Tarde;i
PILAR - Entrada;4279;13:10:00;13:40:00;Produccion;Tarde;i
Rec. Sabado San Pedro;2657;12:00:00;13:40:00;Produccion;Tarde;i
SAN PEDRO 2 - Entrada;4119;13:10:00;13:40:00;Produccion;Tarde;i
Rec. Sabados Pilar;4197;13:00:00;13:40:00;Produccion;Tarde;i
NUEVO Rec. Sabados Pilar;5041;13:00:00;13:40:00;Produccion;Mañana;i
Rec. Sabados Campana;9280;13:10:00;13:40:00;Produccion;Tarde;i
San Pedro 3 - Entrada;11541;13:10:00;13:40:00;Produccion;Tarde;i
Ref. San Pedro;690;13:00:00;13:40:00;Produccion;Tarde;i
SAN PEDRO -1 Entrada;4113;13:10:00;13:40:00;Produccion;Tarde;i
Ref. Lujan 2 - Entrada;8784;13:15:00;13:45:00;Produccion;Tarde;i
Rec. Sabado Zarate;9283;13:15:00;13:45:00;Produccion;Tarde;i
MORENO - Entrada;1181;13:15:00;13:45:00;Produccion;Tarde;i
LUJAN 1 - Entrada;179;13:15:00;13:45:00;Produccion;Tarde;i
Over Time Maquinista Savio;10927;13:50:00;13:50:00;Serv. Regular;Mañana;v
PILAR-ENT;189;13:20:00;13:50:00;Produccion;Tarde;i
MORENO - Entrada;2788;13:30:00;13:55:00;Produccion;Tarde;i
REF. JOSE C. PAZ - ENTRADA;11548;13:30:00;14:00:00;Produccion;Tarde;i
BARREF-ENT;130;12:30:00;14:00:00;Produccion;Tarde;i
Ref. San Pedro;260;13:30:00;14:00:00;Produccion;Tarde;i
Rec. Sabados Baradero;7875;12:30:00;14:00:00;Produccion;Mañana;i
BARADERO - 3 Entrada;4107;13:50:00;14:00:00;Produccion;Tarde;i
Back Up 202 y Panamericana;11572;13:50:00;14:00:00;Produccion;Tarde;i
ALSINA - Salida;894;13:30:00;14:00:00;Produccion;Mañana;v
BARADERO - 2 Entrada;4141;13:30:00;14:00:00;Produccion;Tarde;i
ESCOBAR 1 -Entrada;5165;13:30:00;14:00:00;Produccion;Tarde;i
ESCOBAR 1 -Entrada;165;13:00:00;14:00:00;Produccion;Tarde;i
Alberti - Ref. Del Viso - Ent.;8776;13:30:00;14:00:00;Produccion;Tarde;i
BAR 1 ENTRADA;3714;13:30:00;14:00:00;Produccion;Tarde;i
Nuevo Rec. Sab. Baradero 2009;5037;13:50:00;14:00:00;Produccion;Tarde;i
Jose C. Paz - entrada;11532;13:30:00;14:00:00;Produccion;Tarde;i
BARADERO - 1 Entrada;4102;13:50:00;14:00:00;Produccion;Tarde;i
Ref. Del Viso;8509;12:45:00;14:00:00;Produccion;Tarde;i
DEL VISO - Entrada;5626;13:30:00;14:00:00;Produccion;Tarde;i
BAR 1-ENT.;121;13:30:00;14:00:00;Produccion;Tarde;i
OPEN DOOR - ENTRADA;11576;13:30:00;14:00:00;Produccion;Tarde;i
Rec. Sabados Baradero;2655;13:30:00;14:00:00;Produccion;Tarde;i
BAR 2-ENT.;125;13:30:00;14:00:00;Produccion;Tarde;i
Rec. Sabados Ruta 8 Entrada;11583;13:30:00;14:00:00;Produccion;Tarde;i
ESCOBAR 2 (Matheu) - Entrada;5167;13:35:00;14:05:00;Produccion;Tarde;i
ESCOBAR 2 (Matheu) - Entrada;3214;13:00:00;14:05:00;Produccion;Tarde;i
CAMPANA 1 - Entrada;5284;13:30:00;14:05:00;Produccion;Tarde;i
NUEVO Rec. Sabados Escobar;5042;13:00:00;14:05:00;Produccion;Tarde;i
Rec. Sabados Escobar;2662;13:00:00;14:05:00;Produccion;Tarde;i
ESCOBAR 2 (Matheu) - Entrada;1073;13:00:00;14:05:00;Produccion;Tarde;i
Back Up Ibicuy;11631;14:00:00;14:10:00;Produccion;Tarde;i
BENAVIDEZ - ENTRADA;11557;14:00:00;14:10:00;Produccion;Tarde;i
Ibicuy - Entrada;11123;14:00:00;14:10:00;Produccion;Tarde;i
Ref. 202 Entrada;8822;13:44:00;14:14:00;Produccion;Tarde;i
DEL VISO-ENT;161;12:45:00;14:15:00;Produccion;Tarde;i
REF ESCOBAR;959;13:15:00;14:15:00;Produccion;Tarde;i
DEL VISO - Entrada;4302;14:05:00;14:15:00;Produccion;Tarde;i
BS AS 2 (Adm - Centro)-Salida;3801;13:50:00;14:20:00;Administracion;Mañana;v
CNA 1-ENT.;145;13:55:00;14:20:00;Produccion;Tarde;i
BSAS 7 (Adm-Ref-Callao)-Salida;6269;13:50:00;14:20:00;Administracion;Mañana;v
ZARATE 2-(Adm Galesio)-Salida;3793;13:50:00;14:20:00;Administracion;Mañana;v
BS AS 1 (Adm - Callao)-Salida;3800;13:50:00;14:20:00;Administracion;Mañana;v
BARADERO - (Adm) - Salida;6221;13:50:00;14:20:00;Administracion;Mañana;v
Rec. Sabados Campana;2652;13:50:00;14:20:00;Produccion;Tarde;i
RUTA 197 - ZTE;1222;13:00:00;14:20:00;Produccion;Tarde;i
ZARATE 1-(Adm Lavalle)-Salida;3792;13:50:00;14:20:00;Administracion;Mañana;v
CAMPANA 2 (Adm-Ctro.) Salida;3799;13:50:00;14:20:00;Administracion;Mañana;v
BS AS 6  (H. Ford) -Salida;3808;13:50:00;14:20:00;Produccion;Mañana;v
CAMPANA 1 - Entrada;4526;13:55:00;14:20:00;Produccion;Tarde;i
ADM.BAR.;3791;13:50:00;14:20:00;Administracion;Mañana;v
CAMPANA 1 (Adm-Ariel)-Salida;3798;13:50:00;14:20:00;Administracion;Tarde;v
BS AS 3 (Adm - Noria)-Salida;3797;13:50:00;14:20:00;Administracion;Mañana;v
BS AS 4 (Adm - Saav)-Salida;3803;13:50:00;14:20:00;Administracion;Mañana;v
Adm. Lima;3796;13:10:00;14:20:00;Administracion;Mañana;v
BS AS 5 (Adm - S. M.) -Salida;3802;13:45:00;14:20:00;Administracion;Mañana;v
BS AS 2 - RUTA 197 - Entrada;4184;14:00:00;14:20:00;Produccion;Tarde;i
ZARATE 3-(Adm Pitrau)-Salida;3794;13:50:00;14:20:00;Administracion;Tarde;v
Nuevo Rec. Sab. Campana 2009;5038;13:55:00;14:25:00;Produccion;Tarde;i
BACK-UP CAMPANA;1546;14:15:00;14:25:00;Produccion;Tarde;i
ALSINA - Entrada;1107;14:15:00;14:26:00;Produccion;Tarde;i
Rec. Sabado HENRY FORD  ;7481;13:00:00;14:26:00;Produccion;Tarde;i
Garin - Entrada;11521;14:16:00;14:26:00;Produccion;Tarde;i
BS AS 6  (H. Ford) -Salida;971;14:00:00;14:26:00;Produccion;Tarde;i
BS AS 3 - HENRY FORD - Entrada;4180;13:56:00;14:26:00;Produccion;Tarde;i
HENRY FORD;1386;13:26:00;14:26:00;Produccion;Tarde;i
Nuevo Rec. Sabado Zarate 2009;5045;14:00:00;14:30:00;Produccion;Tarde;i
Ref. Escobar 1 ;8297;13:30:00;14:30:00;Produccion;Tarde;i
Rec. Sabado Zarate;3157;14:00:00;14:30:00;Produccion;Tarde;i
CAMPANA 1 (Ref.) - Entrada;5283;14:00:00;14:30:00;Produccion;Tarde;i
Ref. Escobar 1 - Entrada;8780;14:15:00;14:30:00;Produccion;Tarde;i
CARDALES - ENTRADA;11563;14:20:00;14:30:00;Produccion;Tarde;i
CAMPANA 2 - Entrada;4527;14:05:00;14:35:00;Produccion;Tarde;i
ZTE 4-ENT.;223;14:10:00;14:35:00;Produccion;Tarde;i
CNA 2-ENT.;149;14:05:00;14:35:00;Produccion;Tarde;i
ZARATE (Ref.Z6-R. Noya)Entrada;8450;14:10:00;14:40:00;Produccion;Tarde;i
ZTEREF-ENT;207;14:30:00;14:40:00;Produccion;Tarde;i
ZARATE 1-(P. Ind.)-Entrada;3029;14:10:00;14:40:00;Produccion;Tarde;i
ZARATE 4-(Lavalle)-Entrada;3041;14:10:00;14:40:00;Produccion;Tarde;i
Ent. Ref.Larrea;1510;14:35:00;14:40:00;Produccion;Tarde;i
ZARATE 6-(R. Noya)-Entrada;8435;14:10:00;14:40:00;Produccion;Tarde;i
ZARATE (Ref. Z4-Lav)-Entrada;4531;14:10:00;14:40:00;Produccion;Tarde;i
Ref. Z1 - Parque Industrial;3085;14:10:00;14:40:00;Produccion;Tarde;i
CAMPANA 2 (Ref.) - Entrada;3418;14:15:00;14:45:00;Produccion;Tarde;i
NUEVORec. Sabado Lima;5044;14:35:00;14:45:00;Produccion;Tarde;i
Rec. Sabado Zarate;2668;14:15:00;14:45:00;Produccion;Tarde;i
LIMAZTE;175;14:15:00;14:45:00;Produccion;Tarde;i
ZARATE 5-(Pellegrini)-Entrada;3045;14:15:00;14:45:00;Produccion;Tarde;i
ZARATE 6-(R. Noya) Entrada;3247;14:15:00;14:45:00;Produccion;Tarde;i
ZTE 1-ENT.;232;14:15:00;14:45:00;Produccion;Tarde;i
LIMA - Entrada;4275;14:15:00;14:45:00;Produccion;Tarde;i
ZTE 3-ENT.;219;14:10:00;14:45:00;Produccion;Tarde;i
ZARATE 6-(R. Noya)-Entrada;3049;14:15:00;14:45:00;Produccion;Tarde;i
Rec. Sabado Lima;2660;14:15:00;14:45:00;Produccion;Tarde;i
CNAREF-SAL;2653;14:20:00;14:50:00;Produccion;Mañana;v
BACK-UP  ZTE;1694;14:40:00;14:50:00;Produccion;Tarde;i
ALSINA - Salida;2659;14:20:00;14:50:00;Produccion;Mañana;v
S.PEDRO-SAL.;2658;14:20:00;14:50:00;Produccion;Tarde;v
Z7 - Carriego - Ent.;3053;14:20:00;14:50:00;Produccion;Tarde;i
ZARATE (Ref. Z4-Lav)-Salida;3097;14:20:00;14:50:00;Produccion;Mañana;v
ZARATE 2-(Galesio)-Entrada;3033;14:20:00;14:50:00;Produccion;Tarde;i
ZTE 2-ENT.;228;14:10:00;14:50:00;Produccion;Tarde;i
Ent. Ref. Galesio;1514;14:45:00;14:50:00;Produccion;Tarde;i
BARREF-SAL;2656;14:20:00;14:50:00;Produccion;Tarde;i
CAMPANA 2 (Ref.) - Entrada;2771;14:10:00;14:50:00;Produccion;Tarde;i
CAMPANA 1 (Ref.) - Entrada;156;14:20:00;14:50:00;Produccion;Tarde;i
ZARATE (Ref. Z3 S. L)-Entrada;3086;14:20:00;14:50:00;Produccion;Tarde;i
CAMPANA 1 (Ref.) - Entrada;155;14:20:00;14:50:00;Produccion;Tarde;i
LUJAN 2 - Salida;2661;13:30:00;14:50:00;Produccion;Mañana;v
ZARATE 3-(S. Lorenzo)-Entrada;3037;14:20:00;14:50:00;Produccion;Tarde;i
ZTEREF-ENT;208;14:45:00;14:50:00;Produccion;Tarde;i
Ent. Ref. Carriego;1512;14:30:00;14:50:00;Produccion;Tarde;i
CAMPANA 2 - Salida;2654;14:20:00;14:50:00;Produccion;Mañana;v
BACK-UP CAMPANA;761;14:30:00;14:50:00;Produccion;Tarde;i
ZARATE 2-(Los Ceibos)-Entrada;8431;14:25:00;14:55:00;Produccion;Tarde;i
HENRY FORD;1439;15:00:00;15:10:00;Produccion;Mañana;v
Refuerzo Lujan 1;5362;14:30:00;15:10:00;Administracion;Mañana;v
Nuevo Rec. Sabado Bs. As. 2009;5968;13:10:00;15:10:00;Produccion;Tarde;i
Los Ceibos - Zarate;10892;15:10:00;15:10:00;Serv. Regular;Tarde;v
NUEVORec. Sabado Lujan;5097;14:50:00;15:10:00;Produccion;Mañana;v
S.PEDRO-SAL.;201;14:50:00;15:20:00;Produccion;Mañana;v
Gualeguaychu - Salida;11250;14:50:00;15:20:00;Produccion;Mañana;v
BSASREF-SAL;334;15:00:00;15:20:00;Produccion;Mañana;v
LIMAZTE;688;15:00:00;15:20:00;Produccion;Mañana;v
LUJAN 1 - Salida;3074;15:10:00;15:20:00;Produccion;Mañana;v
Lima - Alsina - Salida;9838;14:50:00;15:20:00;Produccion;Mañana;v
ZARATE 3-(S. Lorenzo)-Salida;5234;14:40:00;15:20:00;Produccion;Mañana;v
BS AS 4 ( SAAVEDRA)-Salida;5221;14:40:00;15:20:00;Produccion;Mañana;v
ZARATE 4-(Lavalle)-Salida;3042;15:10:00;15:20:00;Produccion;Mañana;v
ESCOBAR 2 -(Matheu)- Salida;3080;15:10:00;15:20:00;Produccion;Mañana;v
Rec. Sab. S. Pedro. Salida;7461;14:50:00;15:20:00;Produccion;Mañana;v
Nuevo Rec. Sabado Zarate 2009;4986;14:50:00;15:20:00;Produccion;Mañana;v
SAN PEDRO 1 - Salida;5112;14:40:00;15:20:00;Produccion;Mañana;v
Ref. Pilar - Salida;8817;14:50:00;15:20:00;Produccion;Mañana;v
Ibicuy - Salida;11111;14:50:00;15:20:00;Produccion;Mañana;v
BAR 2-SAL.;3064;14:50:00;15:20:00;Produccion;Mañana;v
Rec. Sabado Zarate;3937;14:50:00;15:20:00;Produccion;Mañana;v
ESCOBAR 2 -(Matheu)- Salida;5227;14:40:00;15:20:00;Produccion;Mañana;v
BACK-UP  ZTE;760;15:15:00;15:20:00;Produccion;Mañana;v
ZARATE (Ref. Z4-Lav)-Salida;3105;15:15:00;15:20:00;Produccion;Mañana;v
ZARATE 6-(R. Noya)-Salida;3250;15:10:00;15:20:00;Produccion;Mañana;v
BARADERO - 1 Salida;3716;15:10:00;15:20:00;Produccion;Mañana;v
ZTELIMA;3073;15:10:00;15:20:00;Produccion;Mañana;v
BS AS 2 - RUTA 197 - Salida;7413;14:40:00;15:20:00;Produccion;Mañana;v
RUTA 197 - ZTE;1423;15:15:00;15:20:00;Produccion;Mañana;v
Rec. Sabados RUTA 197 - Salida;8557;14:50:00;15:20:00;Produccion;Mañana;v
PILAR - Salida;4280;15:10:00;15:20:00;Produccion;Mañana;v
ZARATE (Ref. Z4-Lav)-Salida;5233;14:40:00;15:20:00;Produccion;Mañana;v
MERLO-MORENO - SALIDA;11504;15:10:00;15:20:00;Produccion;Mañana;v
Z7 - Carriego - Sal.;3054;15:10:00;15:20:00;Produccion;Mañana;v
BS AS 3 - HENRY FORD - Salida;4182;15:10:00;15:20:00;Produccion;Mañana;v
BS AS 3 - HENRY FORD - Salida;5220;14:40:00;15:20:00;Produccion;Mañana;v
Ref. 202 Salida;8834;14:50:00;15:20:00;Produccion;Mañana;v
PILAR - Salida;5632;14:40:00;15:20:00;Produccion;Mañana;v
ESCOBAR 1 -Salida;3079;15:10:00;15:20:00;Produccion;Mañana;v
Rec. Sab. Campana. Salida;7460;14:50:00;15:20:00;Produccion;Mañana;v
SAN PEDRO 1 - Salida;4135;15:10:00;15:20:00;Produccion;Mañana;v
Alberti - Ref. Del Viso - Sal.;8777;14:50:00;15:20:00;Produccion;Mañana;v
BS AS 1 - C. Y S. FE - Salida;5111;14:40:00;15:20:00;Produccion;Mañana;v
OPEN DOOR - SALIDA;11578;15:10:00;15:20:00;Produccion;Mañana;v
BAR 1-SAL.;3063;14:50:00;15:20:00;Produccion;Mañana;v
Rec. Sabado San Pedro;3936;14:50:00;15:20:00;Produccion;Mañana;v
DEL VISO - Salida;5226;14:40:00;15:20:00;Produccion;Mañana;v
ZTEREF-SAL;212;14:51:00;15:20:00;Produccion;Mañana;v
BENAVIDEZ - SALIDA;11558;15:10:00;15:20:00;Produccion;Mañana;v
Rec. Sabados Escobar. Salida;7466;14:50:00;15:20:00;Produccion;Mañana;v
Ref. Del Viso;5349;14:40:00;15:20:00;Produccion;Mañana;v
Jose C. Paz - Salida;11533;15:10:00;15:20:00;Produccion;Mañana;v
VACIO-TASA Adm;494;15:00:00;15:20:00;Produccion;Mañana;v
ZARATE 2-(Galesio)-Salida;3034;15:10:00;15:20:00;Produccion;Mañana;v
ALSINA - Salida;3072;15:10:00;15:20:00;Produccion;Mañana;v
